"ProbeID","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","status","SYMBOL_final","ENSEMBL_final","GENES","threshold","Exclude_bio_change"
"10342856",-0.0543431651249203,-0.327009030252042,0.218322700002201,8.03174548869817,-0.429073437074327,0.674657109147892,0.841005073063252,-6.32341068541295,"only_in_df2","","ENSMUSG00000132076","_ENSMUSG00000132076",FALSE,TRUE
"10343282",0.146593205760399,-0.107676741118193,0.400863152638992,9.24967689820473,1.24118432412337,0.235732329931644,0.511465448493712,-5.65710784180287,"only_in_df2","Rps27","ENSMUSG00000090733","Rps27_ENSMUSG00000090733",FALSE,TRUE
"10343427",-0.0710731959394283,-0.322462830600064,0.180316438721208,8.01079204028937,-0.60866166525965,0.552881824087156,0.768256367857179,-6.22793079793507,"only_in_df2","","ENSMUSG00000122636","_ENSMUSG00000122636",FALSE,TRUE
"10344624",-0.0849206502440151,-0.256695119414168,0.0868538189261381,11.7296669141263,-1.0643198640948,0.305903670646368,0.582043218544646,-5.85067279054709,"only_in_df1","Lypla1","ENSMUSG00000025903","Lypla1_ENSMUSG00000025903",FALSE,TRUE
"10344633",-0.0212165960192197,-0.197542302033913,0.155109109995473,11.1820843107135,-0.259046391899204,0.799518657036717,0.90730115333625,-6.38403885987388,"common","Tcea1","ENSMUSG00000033813","Tcea1_ENSMUSG00000033813",FALSE,TRUE
"10344723",-0.0521671810031733,-0.402065174748747,0.2977308127424,9.32252049934761,-0.320976612033215,0.753157033684202,0.882713526732818,-6.36536777472364,"common","Rrs1","ENSMUSG00000061024","Rrs1_ENSMUSG00000061024",FALSE,TRUE
"10344725",0.138980650540065,-0.11238660787983,0.390347908959961,8.62824409555169,1.19031828126553,0.254490450719116,0.531462823498156,-5.71524172916885,"common","Adhfe1","ENSMUSG00000025911","Adhfe1_ENSMUSG00000025911",FALSE,TRUE
"10344772",0.032259143669951,-0.203781601360318,0.26829988870022,8.81318255028993,0.294227546224015,0.773072147110392,0.89344514309697,-6.37391508178349,"common","Mcmdc2","ENSMUSG00000046101","Mcmdc2_ENSMUSG00000046101",FALSE,TRUE
"10345025",-0.142334499319659,-0.347791483638624,0.0631224849993053,10.0861058167287,-1.49144327652555,0.158904406130165,0.431993336999317,-5.344321007954,"only_in_df1","Iars1","ENSMUSG00000037851","Iars1_ENSMUSG00000037851",FALSE,TRUE
"10345037",0.0605450634199714,-0.197479094671374,0.318569221511317,9.98150881952824,0.505168009851119,0.621610194904846,0.811441371161565,-6.28683194549406,"common","Paqr8","ENSMUSG00000025931","Paqr8_ENSMUSG00000025931",FALSE,TRUE
"10345046",-0.0626599823081101,-0.228055755512975,0.102735790896755,13.4705280836285,-0.815611485998026,0.428918520474645,0.684882356526719,-6.07958510147408,"common","Efhc1","ENSMUSG00000041809","Efhc1_ENSMUSG00000041809",FALSE,TRUE
"10345141",-0.00156880294125124,-0.194669518665297,0.191531912782795,10.4258192380153,-0.0174904902754895,0.98630191152119,0.994391766503537,-6.41889553592732,"common","Lmbrd1","ENSMUSG00000073725","Lmbrd1_ENSMUSG00000073725",FALSE,TRUE
"10345174",-0.231132133278191,-0.412397964028818,-0.0498663025275643,8.04215535328027,-2.74512328666357,0.01626002400915,0.177353556745806,-3.30926339392589,"only_in_df2","Gm19028","ENSMUSG00000101372","Gm19028_ENSMUSG00000101372",FALSE,TRUE
"10345197",0.0982249627249115,-0.161143874393641,0.357593799843464,7.98554665710312,0.815307710877388,0.429086408429318,0.684925450801685,-6.0798317702546,"common","Dnaaf6rt","ENSMUSG00000026063","Dnaaf6rt_ENSMUSG00000026063",FALSE,TRUE
"10345203",-0.0848674641018021,-0.252402806330997,0.0826678781273924,9.25828478015326,-1.09056676931044,0.294600488071824,0.570749660833204,-5.82349421570939,"only_in_df1","Paox","ENSMUSG00000025464","Paox_ENSMUSG00000025464",FALSE,TRUE
"10345368",-0.0765361634487699,-0.303628579621703,0.150556252724163,8.7860332234551,-0.725573694863171,0.480525108792911,0.717986288826521,-6.14902379444616,"only_in_df2","Imp4","ENSMUSG00000026127","Imp4_ENSMUSG00000026127",FALSE,TRUE
"10345409",0.132015018742338,-0.0602358031442308,0.324265840628907,8.03672904455715,1.47833414715682,0.162333105575403,0.435399757142484,-5.36174708836063,"only_in_df2","Arhgef4","ENSMUSG00000037509","Arhgef4_ENSMUSG00000037509",FALSE,TRUE
"10345423",-0.123533834907057,-0.302806573624255,0.0557389038101421,9.28455700038222,-1.48350543711393,0.160973191050675,0.434479735468615,-5.35488589726966,"common","Plekhb2","ENSMUSG00000026123","Plekhb2_ENSMUSG00000026123",FALSE,TRUE
"10345457",0.229811356830916,0.0447573077140575,0.414865405947774,10.2805961941726,2.67356265711531,0.0186708576389018,0.184654475466511,-3.43869532725986,"common","Fer1l5","ENSMUSG00000037432","Fer1l5_ENSMUSG00000037432",FALSE,TRUE
"10345482",0.00229898525870702,-0.172618857739623,0.177216828257037,9.80281577409866,0.0282956415565846,0.977841566048443,0.99071354128228,-6.41863672939854,"common","Cnnm4","ENSMUSG00000037408","Cnnm4_ENSMUSG00000037408",FALSE,TRUE
"10345580",0.0844489979924136,-0.0847666154194145,0.253664611404242,10.3321188645565,1.07441370695327,0.301519355394613,0.578102054672572,-5.84028624315285,"common","Inpp4a","ENSMUSG00000026113","Inpp4a_ENSMUSG00000026113",FALSE,TRUE
"10345608",0.049903095092648,-0.166340065694976,0.266146255880272,10.1446475661263,0.496824007348793,0.627328169707266,0.812896126117648,-6.29112367899675,"common","Unc50","ENSMUSG00000026111","Unc50_ENSMUSG00000026111",FALSE,TRUE
"10345666",-0.0685427281234629,-0.244351384178905,0.107265927931979,7.99439795735795,-0.839341320929768,0.415935545448601,0.674523368399818,-6.06006048097993,"common","Pdcl3","ENSMUSG00000026078","Pdcl3_ENSMUSG00000026078",FALSE,TRUE
"10345706",-0.103737784720307,-0.281817845636835,0.0743422761962202,9.90276282936025,-1.25412015065532,0.231139778827979,0.507605129659899,-5.64201692066445,"common","Cnot11","ENSMUSG00000003135","Cnot11_ENSMUSG00000003135",FALSE,TRUE
"10345715",-0.107200292764769,-0.280629300612021,0.0662287150824832,9.18300713421243,-1.3307353807224,0.205378711020728,0.479650966478897,-5.55015370822647,"common","Map4k4","ENSMUSG00000026074","Map4k4_ENSMUSG00000026074",FALSE,TRUE
"10345882",0.111007988689525,-0.0640585143821454,0.286074491761195,9.78757224058267,1.36511314622513,0.194599172554953,0.469227985687281,-5.50758553807545,"common","Mrps9","ENSMUSG00000060679","Mrps9_ENSMUSG00000060679",FALSE,TRUE
"10345904",0.0269326082585103,-0.159481517490179,0.2133467340072,9.25779206362308,0.31104059048389,0.760534089558364,0.886443506804069,-6.36862820972478,"common","AI597479","ENSMUSG00000010290","AI597479_ENSMUSG00000010290",FALSE,TRUE
"10345913",0.144255030880511,-0.0355892849990168,0.324099346760039,8.60466126767952,1.72683850451649,0.107059022802009,0.368993702052361,-5.0138212108746,"common","Nck2","ENSMUSG00000066877","Nck2_ENSMUSG00000066877",FALSE,TRUE
"10345926",0.237192363572672,0.0582612624787283,0.416123464666616,8.42027252533451,2.85385786991619,0.0131683144394723,0.162193778873092,-3.11098505369152,"only_in_df2","Gm19587","ENSMUSG00000100701","Gm19587_ENSMUSG00000100701",FALSE,TRUE
"10346107",0.0638195063579056,-0.135506821967389,0.263145834683201,8.10868988466433,0.689296773471745,0.502345991838024,0.734438698872214,-6.17488757938592,"only_in_df2","Dnah7b","ENSMUSG00000041144","Dnah7b_ENSMUSG00000041144",FALSE,TRUE
"10346114",-0.0807545326192459,-0.366063222781228,0.204554157542736,8.36547812386382,-0.609353598135084,0.552436582771683,0.768082004471459,-6.22750202254748,"only_in_df2","n-R5s211","ENSMUSG00000119743","n-R5s211_ENSMUSG00000119743",FALSE,TRUE
"10346137",0.130923621421431,-0.116095024708369,0.37794226755123,8.05727106366485,1.14105280911712,0.273741728321302,0.550565478183532,-5.76967461261879,"only_in_df2","Gm8357","ENSMUSG00000097883","Gm8357_ENSMUSG00000097883",FALSE,TRUE
"10346191",-0.111610169585616,-0.287253090969483,0.0640327517982501,9.46870198243695,-1.36801414541701,0.193711058665228,0.46835223114017,-5.50395602553787,"only_in_df1","Stat1","ENSMUSG00000026104","Stat1_ENSMUSG00000026104",FALSE,TRUE
"10346260",-0.15324038215495,-0.346547842011754,0.0400670777018542,9.72291579255669,-1.70664064410212,0.110839060142199,0.371709894198956,-5.04341595630872,"only_in_df1","Osgepl1","ENSMUSG00000026096","Osgepl1_ENSMUSG00000026096",FALSE,TRUE
"10346269",0.0324728331256171,-0.158655736473245,0.223601402724479,11.8164627275071,0.365773335877886,0.720218094306533,0.865544029122698,-6.34941740066605,"common","Ccdc150","ENSMUSG00000025983","Ccdc150_ENSMUSG00000025983",FALSE,TRUE
"10346310",-0.275547017960558,-0.475672846431466,-0.07542118948965,9.36785674196873,-2.96421734689625,0.0106225951727065,0.151790962574641,-2.90807492526174,"common","Mob4","ENSMUSG00000025979","Mob4_ENSMUSG00000025979",FALSE,TRUE
"10346337",0.185472175558727,0.0148940976731877,0.356050253444266,9.91255443330406,2.34084696255393,0.0352209156691004,0.237741237973686,-4.02602888989152,"common","1700066M21Rik","ENSMUSG00000038323","1700066M21Rik_ENSMUSG00000038323",FALSE,TRUE
"10346340",-0.116108279418057,-0.30263785661915,0.0704212977830358,9.54928926176513,-1.34008688066218,0.202399545106999,0.477685133299158,-5.53865554500941,"common","Maip1","ENSMUSG00000025971","Maip1_ENSMUSG00000025971",FALSE,TRUE
"10346365",-0.0550203883474003,-0.274754907258139,0.164714130563338,10.4409181903891,-0.539067111293127,0.598643565363313,0.797168133044989,-6.2686905798086,"common","Sgo2a","ENSMUSG00000026039","Sgo2a_ENSMUSG00000026039",FALSE,TRUE
"10346448",0.0813001643096762,-0.116087556135902,0.278687884755254,8.15497275000226,0.886724613508101,0.390794339232933,0.655094435068176,-6.01957673283731,"common","Aox4","ENSMUSG00000038242","Aox4_ENSMUSG00000038242",FALSE,TRUE
"10346544",-0.208159564006189,-0.416071967855393,-0.000247160156985421,8.38761418528635,-2.15542761086814,0.0497645436158401,0.265458456314525,-4.3399569385807,"common","Ndufb3","ENSMUSG00000026032","Ndufb3_ENSMUSG00000026032",FALSE,TRUE
"10346611",0.0646795721695157,-0.139212559646244,0.268571703985276,9.43139722026221,0.682942505933452,0.506227542950391,0.736831438180329,-6.1792910989519,"common","Gm973","ENSMUSG00000047361","Gm973_ENSMUSG00000047361",FALSE,TRUE
"10346634",-0.0922186848182625,-0.258371736254243,0.0739343666177184,11.1186568281564,-1.19489040722586,0.252758278930477,0.529579863265031,-5.71009586618527,"common","Nop58","ENSMUSG00000026020","Nop58_ENSMUSG00000026020",FALSE,TRUE
"10346678",0.0324080042570517,-0.150781277075736,0.21559728558984,10.3092870440488,0.380863803587234,0.709247334717541,0.860728732017681,-6.34358497967998,"common","Carf","ENSMUSG00000026017","Carf_ENSMUSG00000026017",FALSE,TRUE
"10346764",-0.0493357608512861,-0.223593224865942,0.12492170316337,9.91406983126526,-0.609519932910967,0.552329579797053,0.768082004471459,-6.2273988799645,"common","Abi2","ENSMUSG00000026782","Abi2_ENSMUSG00000026782",FALSE,TRUE
"10346780",-0.188718193683209,-0.373487057909701,-0.00394932945671736,11.7122085821575,-2.19888468147767,0.0459212481633258,0.2582099701407,-4.26740987527681,"only_in_df1","Eif4a1","ENSMUSG00000059796","Eif4a1_ENSMUSG00000059796",FALSE,TRUE
"10346810",-0.0276020698055413,-0.205525086703664,0.150320947092582,8.65722830462085,-0.333985019789322,0.743536823712713,0.87758618248514,-6.36094666801689,"common","Pard3b","ENSMUSG00000052062","Pard3b_ENSMUSG00000052062",FALSE,TRUE
"10346840",-0.045078991832942,-0.241785120158506,0.151627136492622,8.78690362549677,-0.493371179298055,0.62970167021664,0.814061090022786,-6.29287950444344,"only_in_df2","Gm11599","ENSMUSG00000084333","Gm11599_ENSMUSG00000084333",FALSE,TRUE
"10346867",-0.200132987026335,-0.367767871407267,-0.0324981026454032,10.0893971486905,-2.57022858933688,0.0227750898965928,0.201986620567933,-3.62386714047156,"only_in_df1","Eef1b2","ENSMUSG00000025967","Eef1b2_ENSMUSG00000025967",FALSE,TRUE
"10346882",0.105807218611036,-0.130982532166053,0.342596969388126,8.10943523565084,0.961988476239488,0.353018392345149,0.622285739089869,-5.9512485446927,"common","Adam23","ENSMUSG00000025964","Adam23_ENSMUSG00000025964",FALSE,TRUE
"10347073",0.303168918383458,0.118066928644916,0.488270908122,8.51417664101827,3.52607105015684,0.00354489480503126,0.0967789037544569,-1.86058157120649,"common","Unc80","ENSMUSG00000055567","Unc80_ENSMUSG00000055567",FALSE,TRUE
"10347106",0.00211705937308498,-0.181677832540679,0.185911951286849,9.36803817121312,0.0247980238173196,0.980579919358193,0.991449147906814,-6.41873387437745,"common","Rpe","ENSMUSG00000026005","Rpe_ENSMUSG00000026005",FALSE,TRUE
"10347193",-0.167074890044104,-0.372943663111987,0.0387938830237796,9.72103166279474,-1.74718213224973,0.103367124537603,0.364820059764724,-4.98379309736695,"common","Atic","ENSMUSG00000026192","Atic_ENSMUSG00000026192",FALSE,TRUE
"10347232",-0.0964198389600404,-0.348625366322566,0.155785688402485,10.8335693102758,-0.823055787967973,0.424817579245651,0.682049382292561,-6.07351432961116,"common","Xrcc5","ENSMUSG00000026187","Xrcc5_ENSMUSG00000026187",FALSE,TRUE
"10347277",-0.0228878916167368,-0.195741438082358,0.149965654848885,8.37340821797024,-0.285065700620373,0.779932604542958,0.897543431948968,-6.37667401197752,"common","Igfbp2","ENSMUSG00000039323","Igfbp2_ENSMUSG00000039323",FALSE,TRUE
"10347297",-0.0450142070701082,-0.211326633893622,0.121298219753406,11.7410722176127,-0.582696454456059,0.56973040609916,0.778909598441775,-6.24368730700162,"common","Arpc2","ENSMUSG00000006304","Arpc2_ENSMUSG00000006304",FALSE,TRUE
"10347307",0.11320931020397,-0.0715978204860619,0.298016440894002,8.16818642285339,1.3188059318962,0.209230572630208,0.48450432101182,-5.56473257530167,"common","Gpbar1","ENSMUSG00000064272","Gpbar1_ENSMUSG00000064272",FALSE,TRUE
"10347324",0.0814244281281028,-0.1088178693933,0.271666725649506,9.27437470708758,0.921435853373527,0.373042536875597,0.638657645833509,-5.98867091821604,"common","Catip","ENSMUSG00000073650","Catip_ENSMUSG00000073650",FALSE,TRUE
"10347417",-0.151061471445612,-0.337711273402005,0.0355883305107806,8.20245815222446,-1.74238309657941,0.104227741803995,0.366152758277887,-4.99089638372218,"common","Bcs1l","ENSMUSG00000026172","Bcs1l_ENSMUSG00000026172",FALSE,TRUE
"10347427",-0.129327097732708,-0.303879176437266,0.0452249809718499,11.455097887272,-1.59507819572689,0.133895945476186,0.401321363325737,-5.20280772716146,"common","Stk36","ENSMUSG00000033276","Stk36_ENSMUSG00000033276",FALSE,TRUE
"10347481",-0.0979047407185918,-0.291350867772447,0.0955413863352632,8.39945197328271,-1.08958509665507,0.295017559723183,0.571163857991878,-5.82452068704746,"common","Cyp27a1","ENSMUSG00000026170","Cyp27a1_ENSMUSG00000026170",FALSE,TRUE
"10347497",0.177827647421923,-0.0736496586783422,0.429304953522189,8.3059452992966,1.52236207235208,0.151058876200977,0.422756305611273,-5.30279136807683,"common","Wnt10a","ENSMUSG00000026167","Wnt10a_ENSMUSG00000026167",FALSE,TRUE
"10347503",0.00719793380450638,-0.187573521155894,0.201969388764907,8.55475371243256,0.0795609594576702,0.937757093875925,0.973865138205715,-6.41574484371798,"common","Cdk5r2","ENSMUSG00000090071","Cdk5r2_ENSMUSG00000090071",FALSE,TRUE
"10347521",0.136694102742031,-0.0333411994406176,0.306729404924679,8.19434221205419,1.73072534267453,0.106344782664469,0.367900416994887,-5.00810099992289,"common","Zfand2b","ENSMUSG00000026197","Zfand2b_ENSMUSG00000026197",FALSE,TRUE
"10347531",-0.0958236801197838,-0.26434587587016,0.0726985156305929,8.25593313812942,-1.22414597459609,0.241890775112002,0.518394896244556,-5.67679610093961,"common","Ankzf1","ENSMUSG00000026199","Ankzf1_ENSMUSG00000026199",FALSE,TRUE
"10347639",-0.0765507633196038,-0.30350837496885,0.150406848329643,10.0613113277771,-0.726143150168699,0.480187216605978,0.717986288826521,-6.1486080238588,"common","Gmppa","ENSMUSG00000033021","Gmppa_ENSMUSG00000033021",FALSE,TRUE
"10347697",0.210433737901312,0.0244614417333523,0.396406034069271,8.37485342452521,2.43604097073404,0.0294202649552914,0.219389929391125,-3.86077970050438,"common","Slc4a3","ENSMUSG00000006576","Slc4a3_ENSMUSG00000006576",FALSE,TRUE
"10347726",0.152168064850589,-0.0227967599834046,0.327132889684583,8.11850054566557,1.8723638315933,0.0830391548511005,0.331947988291832,-4.79437461950559,"only_in_df2","Gm5257","ENSMUSG00000082012","Gm5257_ENSMUSG00000082012",FALSE,TRUE
"10347748",-0.105000508803286,-0.294115372937386,0.0841143553308154,10.3464186194644,-1.19531731451208,0.25259701130295,0.529455994110899,-5.70961457945962,"only_in_df2","Acsl3","ENSMUSG00000032883","Acsl3_ENSMUSG00000032883",FALSE,TRUE
"10347860",0.0620635665964525,-0.201076640673096,0.325203773866001,9.11577718433725,0.507769942276105,0.619832315883854,0.81051889677995,-6.28547957967998,"only_in_df2","Gm54925","ENSMUSG00002075966","Gm54925_ENSMUSG00002075966",FALSE,TRUE
"10347895",0.0458185602886452,-0.157434151165151,0.249071271742441,9.17746669005196,0.485313712758214,0.635257007869853,0.817554050940197,-6.2969309579973,"common","Daw1","ENSMUSG00000053161","Daw1_ENSMUSG00000053161",FALSE,TRUE
"10347910",0.178378085643472,-0.0118476943166045,0.368603865603548,12.3911360223657,2.01878280623975,0.0638878156195191,0.295883362919157,-4.56347676702945,"common","Fbxo36","ENSMUSG00000073633","Fbxo36_ENSMUSG00000073633",FALSE,TRUE
"10348062",0.0449967838925438,-0.180202435999441,0.270196003784528,7.98164426921249,0.430162021347472,0.673884464553287,0.840941910287879,-6.32292814510813,"common","B3gnt7","ENSMUSG00000079445","B3gnt7_ENSMUSG00000079445",FALSE,TRUE
"10348070",0.130456627845378,-0.0763785988601922,0.337291854550949,8.27616931323776,1.35787287715583,0.196830234271139,0.471716908310242,-5.51661879494106,"common","C130036L24Rik","ENSMUSG00000073627","C130036L24Rik_ENSMUSG00000073627",FALSE,TRUE
"10348074",0.127121503821691,-0.0466478178194502,0.300890825462832,11.2478717970428,1.57493773276252,0.138473357919942,0.407238786499906,-5.23081923705094,"common","Tex44","ENSMUSG00000036574","Tex44_ENSMUSG00000036574",FALSE,TRUE
"10348087",-0.0338155933868348,-0.199059807036058,0.131428620262388,9.69755505749338,-0.440563206034889,0.66652145070193,0.836875345394411,-6.31825768003543,"common","Cops7b","ENSMUSG00000026240","Cops7b_ENSMUSG00000026240",FALSE,TRUE
"10348180",-0.0244242000350758,-0.199913623462083,0.151065223391931,10.7593861376344,-0.299631089224202,0.769035140444334,0.891146231316901,-6.37224752405642,"common","Eif4e2","ENSMUSG00000026254","Eif4e2_ENSMUSG00000026254",FALSE,TRUE
"10348277",-0.0601087957192142,-0.253247578434047,0.133029986995618,8.68031616036831,-0.670017288578496,0.514177020048144,0.741947338703874,-6.18813099255254,"common","Atg16l1","ENSMUSG00000026289","Atg16l1_ENSMUSG00000026289",FALSE,TRUE
"10348376",0.203944813793573,0.0141734127943897,0.393716214792757,9.00543447568162,2.31365912500606,0.0370677826678008,0.240840620289282,-4.07274757086153,"common","Mroh2a","ENSMUSG00000079429","Mroh2a_ENSMUSG00000079429",FALSE,TRUE
"10348378",0.0141665910105323,-0.15359111960101,0.181924301622075,8.14173382621797,0.181802703560447,0.85844671951716,0.93675597276055,-6.40178595094736,"common","Trpm8","ENSMUSG00000036251","Trpm8_ENSMUSG00000036251",FALSE,TRUE
"10348432",0.0746272277597455,-0.120939834042942,0.270194289562433,9.06332852441981,0.821521757196603,0.425660556984122,0.6827102913684,-6.07476939064474,"common","Agap1","ENSMUSG00000055013","Agap1_ENSMUSG00000055013",FALSE,TRUE
"10348489",0.202101187927259,0.0137437816388927,0.390458594215626,8.62058371810421,2.30995562316585,0.0373263526973788,0.241504543080038,-4.07909430597067,"only_in_df1","Prlh","ENSMUSG00000090550","Prlh_ENSMUSG00000090550",FALSE,TRUE
"10348558",0.00140488848902729,-0.383491451711126,0.38630122868918,9.20513352162947,0.00785806368965009,0.993845503714299,0.997446380542969,-6.41902327140853,"common","Scly","ENSMUSG00000026307","Scly_ENSMUSG00000026307",FALSE,TRUE
"10348570",0.177426552110094,-0.0493968615060078,0.404249965726196,8.3295602198427,1.68402371419626,0.115210629190115,0.375120294615504,-5.07629289484501,"common","Espnl","ENSMUSG00000049515","Espnl_ENSMUSG00000049515",FALSE,TRUE
"10348600",-0.0179924776950202,-0.24669722600087,0.21071227061083,10.1608294436579,-0.169368742673193,0.868025374858174,0.94194341828423,-6.40406491103285,"common","Traf3ip1","ENSMUSG00000034292","Traf3ip1_ENSMUSG00000034292",FALSE,TRUE
"10348653",0.173794065193435,-0.0202921756968939,0.367880306083764,8.19596307731633,1.92778086511636,0.0752491823005063,0.317830171806416,-4.70810711173284,"common","Gpc1","ENSMUSG00000034220","Gpc1_ENSMUSG00000034220",FALSE,TRUE
"10348670",-0.0205999557673738,-0.215275505920273,0.174075594385525,10.2440395075136,-0.227809771845382,0.823217938522406,0.918788407990447,-6.39195891234822,"common","Rnpepl1","ENSMUSG00000026269","Rnpepl1_ENSMUSG00000026269",FALSE,TRUE
"10348739",0.260674318987539,0.0775673859613821,0.443781252013696,8.6883153860926,3.06486204661045,0.0087284460372921,0.139406744027478,-2.72184882330317,"common","Sned1","ENSMUSG00000047793","Sned1_ENSMUSG00000047793",FALSE,TRUE
"10348775",-0.0503342651029384,-0.252926494008131,0.152257963802254,11.5639006893572,-0.534882539947397,0.601455329000042,0.799198305415539,-6.27099105111424,"common","Ppp1r7","ENSMUSG00000026275","Ppp1r7_ENSMUSG00000026275",FALSE,TRUE
"10348858",0.0216222625422686,-0.21633900243556,0.259583527520098,8.55433394560733,0.195619587760683,0.847829963777627,0.931923729528791,-6.39906520814207,"common","Bok","ENSMUSG00000026278","Bok_ENSMUSG00000026278",FALSE,TRUE
"10348866",-0.130945289472152,-0.311845238419476,0.0499546594751724,9.86605604611957,-1.55836400270783,0.142340246254886,0.412766154642841,-5.25368854675912,"common","Atg4b","ENSMUSG00000026280","Atg4b_ENSMUSG00000026280",FALSE,TRUE
"10348889",0.0635683107139063,-0.141366787972391,0.268503409400204,8.14231657648573,0.667792899848299,0.51555236873805,0.742204814290439,-6.1896364114752,"common","D2hgdh","ENSMUSG00000073609","D2hgdh_ENSMUSG00000073609",FALSE,TRUE
"10348917",0.00126382248815615,-0.203070849301892,0.205598494278204,10.0883418062467,0.0133156228634486,0.989571316908672,0.995852886593385,-6.41896281815031,"common","Fam174a","ENSMUSG00000051185","Fam174a_ENSMUSG00000051185",FALSE,TRUE
"10348932",0.00256881594778752,-0.263570675802905,0.26870830769848,10.4321506779666,0.0207797891991789,0.983726186545753,0.992708858434292,-6.41882968202683,"common","Gin1","ENSMUSG00000026333","Gin1_ENSMUSG00000026333",FALSE,TRUE
"10348947",-0.0234605778168788,-0.219478902712737,0.172557747078979,10.603378801974,-0.25766741627977,0.800560748546445,0.907970509084877,-6.38440973792699,"common","Slco6d1","ENSMUSG00000026336","Slco6d1_ENSMUSG00000026336",FALSE,TRUE
"10348963",0.038315530335217,-0.1622018627442,0.238832923414634,8.91921421514945,0.411377243063238,0.687270454008228,0.84730601690728,-6.33108800757048,"common","Cntnap5b","ENSMUSG00000067028","Cntnap5b_ENSMUSG00000067028",FALSE,TRUE
"10349065",0.0563129083919948,-0.139984961457341,0.25261077824133,10.7907397271032,0.617603634425292,0.547143044666089,0.765047604880755,-6.22235422160223,"common","Zcchc2","ENSMUSG00000038866","Zcchc2_ENSMUSG00000038866",FALSE,TRUE
