"ProbeID","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENSEMBL","GENE_ID"
"10385081",-0.290222618771753,-0.499858549866066,-0.0805866876774393,8.06347111284848,-2.98045800389721,0.0102914894339261,0.150190305410073,-2.87809326500336,"Anp32-ps",NA,"Anp32-ps"
"10448455",0.0123833884151494,-0.170442428241916,0.195209205072215,11.5717987933858,0.145820789431178,0.886223896460436,0.950008535236641,-6.40794041072825,"Atp6v0c-ps2",NA,"Atp6v0c-ps2"
"10380558",-0.0291866843000573,-0.209726285345214,0.151352916745099,8.06123572875216,-0.348040476100519,0.733192262738882,0.870665812002423,-6.3559757192989,"B130006D01Rik",NA,"B130006D01Rik"
"10442393",0.0525306191277908,-0.119547758837829,0.224608997093411,8.36979898431641,0.657209280795552,0.522125328559272,0.747506739698715,-6.19673505926415,"BC028777",NA,"BC028777"
"10576070",0.0076682280472351,-0.17457755184454,0.18991400793901,9.81631137516069,0.0905847335892535,0.929156630257603,0.969697343652347,-6.41476413625051,"BC048644",NA,"BC048644"
"10518955",-0.0467652882244233,-0.228830008280767,0.13529943183192,10.682261722759,-0.552987468391445,0.589338106558267,0.791169824094604,-6.26091455802096,"BC049688",NA,"BC049688"
"10450189",0.297471309599491,0.112505597063327,0.482437022135654,8.50789268320479,3.46235287055949,0.00401402990466938,0.0999029013050564,-1.97991720313184,"Btnl5-ps",NA,"Btnl5-ps"
"10348070",0.130456627845378,-0.0763785988601922,0.337291854550949,8.27616931323776,1.35787287715583,0.196830234271139,0.471716908310242,-5.51661879494106,"C130036L24Rik",NA,"C130036L24Rik"
"10511832",0.0516942813810443,-0.156815256343118,0.260203819105207,8.10210636101437,0.533745281764609,0.602220640454397,0.799544879536487,-6.27161329414384,"C230012O17Rik",NA,"C230012O17Rik"
"10517703",0.204811343020183,-0.00577329075631078,0.415395976796676,8.18357380650184,2.09384630312701,0.0557266331357703,0.278786122833101,-4.44158367583055,"Ccnd3-ps",NA,"Ccnd3-ps"
"10430892",0.157344524029167,-0.0314993051032577,0.346188353161592,8.01966423938998,1.79376814417097,0.0953346928994648,0.352192136101621,-4.91421810342411,"Cyp2d37-ps",NA,"Cyp2d37-ps"
"10516221",0.217436005686299,-0.0318132959910847,0.466685307363684,8.15409665080657,1.87808387180433,0.0822026283516924,0.33062199035876,-4.78553625825111,"D130007C19Rik",NA,"D130007C19Rik"
"10542686",0.0278802861707238,-0.15702316995016,0.212783742291608,8.73163641996711,0.324615811864026,0.750461318372534,0.881151776851314,-6.36414834530814,"D6Ertd474e",NA,"D6Ertd474e"
"10598111",0.038755333127196,-0.155131938585083,0.232642604839475,9.95051795255757,0.430328041252806,0.673766662253382,0.840882015489457,-6.32285444845617,"Dhrsx",NA,"Dhrsx"
"10464400",0.186093401929519,-0.0151249228175072,0.387311726676546,8.1000805936469,1.99104427784406,0.067172340333079,0.301699482346111,-4.60793889600401,"E330013P04Rik",NA,"E330013P04Rik"
"10501265",-0.216917420894909,-0.40920262114165,-0.0246322206481685,11.1928873876434,-2.42865622605563,0.0298354435548853,0.2208959760677,-3.87368779697074,"Gnai3","ENSMUSG00000000001","ENSMUSG00000000001"
"10438378",0.0284589083563994,-0.169433783619555,0.226351600332354,10.1867209856925,0.309603564943177,0.76160304971825,0.887088603452528,-6.3690913996829,"Cdc45","ENSMUSG00000000028","ENSMUSG00000000028"
"10602977",-0.072892513925717,-0.249999431546453,0.104214403695019,9.59031821268566,-0.886063559066545,0.391137883599811,0.655305555750114,-6.02015513068452,"Scml2","ENSMUSG00000000037","ENSMUSG00000000037"
"10383532",0.0670910071886028,-0.113190592933589,0.247372607310795,8.57776028396406,0.801180516820584,0.436941076536539,0.688930083123098,-6.09121136221946,"Narf","ENSMUSG00000000056","ENSMUSG00000000056"
"10403352",-0.219631648029638,-0.392221495214465,-0.0470418008448104,7.9212578582567,-2.73966302275391,0.0164327334265585,0.177930394981562,-3.31917094724933,"Klf6","ENSMUSG00000000078","ENSMUSG00000000078"
"10608184",0.263718991366005,0.0790533372249566,0.448384645507053,8.91919867210797,3.07448762427486,0.00856588306017614,0.138132031248838,-2.7039888503134,"Zfy2","ENSMUSG00000000103","ENSMUSG00000000103"
"10390175",-0.00953520912113906,-0.174313902012875,0.155243483770597,8.63488434222988,-0.124579516394405,0.902697648454162,0.956746213318873,-6.41094101029718,"Ngfr","ENSMUSG00000000120","ENSMUSG00000000120"
"10535273",-0.09872387128861,-0.321383256502662,0.123935513925442,10.1397244890399,-0.954549915392913,0.356633706960755,0.625512560549595,-5.95821809010814,"Gna12","ENSMUSG00000000149","ENSMUSG00000000149"
"10585206",0.166592132396564,-0.0410814454935546,0.374265710286683,10.947142655174,1.72699354380469,0.107030452145784,0.368993702052361,-5.01359319552091,"Pih1d2","ENSMUSG00000000167","ENSMUSG00000000167"
"10593367",-0.0890074489983877,-0.270410811751699,0.092395913754924,11.3211345259909,-1.05632727222517,0.309408576644116,0.584557044268353,-5.85883868038408,"Dlat","ENSMUSG00000000168","ENSMUSG00000000168"
"10593356",-0.105369755343549,-0.318672175637412,0.107932664950314,10.2711709612809,-1.06350040663541,0.306261664021744,0.582356433276389,-5.85151239759672,"Sdhd","ENSMUSG00000000171","ENSMUSG00000000171"
"10548105",0.157417341912572,-0.0211261147103069,0.335960798535451,9.40028106774015,1.89813067724409,0.0793306265789247,0.32515323325252,-4.75443981703721,"Ccnd2","ENSMUSG00000000184","ENSMUSG00000000184"
"10471108",-0.114603267834042,-0.294581856046406,0.0653753203783227,10.2774733225274,-1.37086166702559,0.192842543331632,0.467588823867319,-5.50038781168458,"Gpr107","ENSMUSG00000000194","ENSMUSG00000000194"
"10392791",0.206926697308871,-0.00734910776334738,0.42120250238109,8.53754942283756,2.07903050959524,0.0572568001577891,0.281198354673538,-4.46581948762487,"Btbd17","ENSMUSG00000000202","ENSMUSG00000000202"
"10380260",-0.236126934564109,-0.418728859306994,-0.0535250098212227,8.15256932558416,-2.78392576288527,0.0150827836079443,0.173210316168022,-3.23871573590118,"Trim25","ENSMUSG00000000275","ENSMUSG00000000275"
"10389738",-0.11676551652058,-0.286671458020505,0.0531404249793439,8.69666712319061,-1.47952909707656,0.162018009824391,0.435057723215474,-5.36016316105111,"Dgke","ENSMUSG00000000276","ENSMUSG00000000276"
"10389719",-0.0412117227606963,-0.234219370772749,0.151795925251357,10.2461506641724,-0.459688588803088,0.653076059357822,0.828997652143009,-6.30938731319129,"Scpep1","ENSMUSG00000000278","ENSMUSG00000000278"
"10387821",-0.0945420129545919,-0.26746608113873,0.0783820552295463,8.21156921523989,-1.17702821259904,0.259577692805394,0.5357904193855,-5.73010927124355,"Alox12","ENSMUSG00000000320","ENSMUSG00000000320"
"10501649",-0.0455308505720646,-0.240779020605387,0.149717319461258,12.4270455391797,-0.502037621484143,0.623752430157113,0.812180699193772,-6.2884501215307,"Rtca","ENSMUSG00000000339","ENSMUSG00000000339"
"10495549",-0.135264974641991,-0.329196355620925,0.0586664063369423,8.70654613648837,-1.50160165167923,0.156289635725126,0.428835087334887,-5.33074255305144,"Dbt","ENSMUSG00000000340","ENSMUSG00000000340"
"10426921",-0.05557282866797,-0.250365298505278,0.139219641169338,11.5567856320944,-0.614197169627526,0.549325368043094,0.76650323852186,-6.2244876857815,"Dazap2","ENSMUSG00000000346","ENSMUSG00000000346"
"10454310",-0.299015342400059,-0.484362953859585,-0.113667730940533,9.00578598199886,-3.47315328222638,0.0039303126676993,0.0994633327628273,-1.95969021450638,"Galnt1","ENSMUSG00000000420","ENSMUSG00000000420"
"10547034",-0.147726392149661,-0.334195653415515,0.0387428691161931,10.304234712498,-1.70556514842153,0.111043592525252,0.371709894198956,-5.04498565374425,"Raf1","ENSMUSG00000000441","ENSMUSG00000000441"
"10568215",0.220421970763571,0.0206441225506927,0.420199818976448,8.98433941910003,2.37533584166437,0.0330036365197009,0.231275046839044,-3.9664518615538,"Gm4532","ENSMUSG00000000486","ENSMUSG00000000486"
"10433104",0.162650593185624,-0.0306734533986669,0.355974639769915,9.89141830981566,1.8112869010715,0.0924610166536425,0.347298224699026,-4.88776844117355,"Zfp385a","ENSMUSG00000000552","ENSMUSG00000000552"
"10495111",0.186796585555227,-0.0224475025224588,0.396040673632914,11.2683801513465,1.92191071942544,0.0760417645356611,0.319624683426682,-4.71731181938352,"Wdr77","ENSMUSG00000000561","ENSMUSG00000000561"
"10386005",-0.15719193647319,-0.363515594078638,0.0491317211322583,11.4273283197147,-1.64020717706143,0.12411071404723,0.385741413978061,-5.13918019468224,"Atp5pb","ENSMUSG00000000563","ENSMUSG00000000563"
"10382328",-0.017002397077574,-0.215988206351378,0.18198341219623,9.16206578258037,-0.183952426446874,0.856792961261981,0.935968804875472,-6.40137565630946,"Sox9","ENSMUSG00000000567","ENSMUSG00000000567"
"10531633",-0.0415878010595118,-0.21675656005626,0.133580957937236,11.8398015074962,-0.511124591623095,0.617543764277892,0.809294520274514,-6.28372612989521,"Hnrnpd","ENSMUSG00000000568","ENSMUSG00000000568"
"10559853",-0.00435197939377504,-0.179098466292781,0.170394507505231,9.46450231965703,-0.05361617757176,0.958028533362071,0.983431944204243,-6.41755183522889,"Clcn4","ENSMUSG00000000605","ENSMUSG00000000605"
"10545588",-0.21842558143428,-0.389495199918067,-0.0473559629504938,9.59591418444229,-2.74883128873877,0.0161437513735711,0.177353556745806,-3.30253243773931,"Hk2","ENSMUSG00000000628","ENSMUSG00000000628"
"10378964",0.144004415787139,-0.0261001685523247,0.314109000126604,8.00518573479833,1.82254081735623,0.0906560790903494,0.344957449677155,-4.87069664606394,"Sez6","ENSMUSG00000000632","ENSMUSG00000000632"
"10370397",0.198247787716691,-0.00226301958464084,0.398758595018024,7.9397312763989,2.12857048572121,0.0522877625843611,0.271023402793121,-4.38445264788117,"Aire","ENSMUSG00000000731","ENSMUSG00000000731"
"10415660",-0.143557679480094,-0.324480191259759,0.0373648322995717,11.2151592500055,-1.70824946373073,0.110533721212949,0.371709894198956,-5.04106669784635,"Rpl13","ENSMUSG00000000740","ENSMUSG00000000740"
"10582474",-0.116397450734616,-0.29234483357822,0.0595499321089886,9.76529520333898,-1.42422344104356,0.177149374299008,0.450703780739449,-5.43250527978133,"Chmp1a","ENSMUSG00000000743","ENSMUSG00000000743"
"10388409",-0.201597868192837,-0.397941314872577,-0.00525442151309596,10.8423805892937,-2.21048207127283,0.0449436076210756,0.256792956853683,-4.24793770518792,"Rpa1","ENSMUSG00000000751","ENSMUSG00000000751"
"10421351",-0.191345820219237,-0.369066932756695,-0.0136247076817795,9.07927722424301,-2.31791458690493,0.0367727711252245,0.239699567626869,-4.06544978614429,"Polr3d","ENSMUSG00000000776","ENSMUSG00000000776"
"10385776",0.131030981437852,-0.039081230312771,0.301143193188476,8.2327909506872,1.65827279034524,0.120371111502582,0.381175186424844,-5.11338212560091,"Tcf7","ENSMUSG00000000782","ENSMUSG00000000782"
"10546760",-0.402703987212087,-0.660790728758022,-0.144617245666153,9.04874531453893,-3.35921427413402,0.00490976621832137,0.108521103049256,-2.17300340828916,"Ddx3x","ENSMUSG00000000787","ENSMUSG00000000787"
"10479639",-0.0957048757759419,-0.264940915229719,0.0735311636778352,9.85602346779423,-1.21747116105951,0.244337490545856,0.521489973620727,-5.68445015424236,"Dnajc5","ENSMUSG00000000826","ENSMUSG00000000826"
"10374727",0.256096575486118,0.0559119542597632,0.456281196712472,9.25165137658763,2.75416866217439,0.0159778114435129,0.176414955681536,-3.29283974634931,"Bcl11a","ENSMUSG00000000861","ENSMUSG00000000861"
"10488797",-0.145087561718284,-0.336124963407828,0.0459498399712603,8.26119731181111,-1.6350432742644,0.125198039720909,0.387194889936395,-5.14652030475849,"Pxmp4","ENSMUSG00000000876","ENSMUSG00000000876"
"10370025",-0.212964877489384,-0.407139452149827,-0.0187903028289419,10.5894615185466,-2.36120173808748,0.0338957638170636,0.23427685698265,-3.99090897056027,"Smarcb1","ENSMUSG00000000902","ENSMUSG00000000902"
"10525677",0.0130470890609688,-0.173962275306962,0.200056453428899,9.63138940406034,0.150199243330418,0.882834706440508,0.948683693817025,-6.40726347747067,"Hip1r","ENSMUSG00000000915","ENSMUSG00000000915"
"10429607",-0.214502268559026,-0.498901503399543,0.0698969662814905,9.49988943345852,-1.62375663213769,0.127603403558971,0.390625311123599,-5.16251028436562,"Top1mt","ENSMUSG00000000934","ENSMUSG00000000934"
"10544763",0.135002059902561,-0.0490284185850312,0.319032538390152,9.86810383341664,1.57931264190156,0.137467784795524,0.406013594833775,-5.22475505750644,"Hoxa4","ENSMUSG00000000942","ENSMUSG00000000942"
"10415052",-0.180804571949447,-0.359903645805148,-0.00170549809374657,9.21079102766179,-2.1733693595558,0.0481427167685483,0.262203828238498,-4.31008607079185,"Mmp14","ENSMUSG00000000957","ENSMUSG00000000957"
"10502165",0.0432514885444259,-0.141619851990327,0.228122829079179,11.3956302189813,0.503673312796711,0.622632624625178,0.811789416483962,-6.28760579890879,"Sec24b","ENSMUSG00000001052","ENSMUSG00000001052"
"10385709",-0.0169407814675615,-0.194955392332899,0.161073829397777,8.47612068093069,-0.204877970245339,0.840732963148016,0.92784876537618,-6.39713129247288,"N4bp3","ENSMUSG00000001053","ENSMUSG00000001053"
"10375880",-0.0420014606136627,-0.291058899657418,0.207055978430093,9.37455326015165,-0.363063297020703,0.722195197909004,0.865611371376798,-6.35044036219325,"Nhp2","ENSMUSG00000001056","ENSMUSG00000001056"
"10432408",0.174842479070478,-0.00513606863613239,0.354821026777088,8.42760768749223,2.09143169124737,0.0559734002922096,0.279551741834431,-4.44553931606278,"C1ql4","ENSMUSG00000001076","ENSMUSG00000001076"
"10529410",-0.0536113760636425,-0.232155965487101,0.124933213359816,8.45168259451798,-0.646439272066189,0.528863073250069,0.751614509246146,-6.20384968123667,"Mfsd10","ENSMUSG00000001082","ENSMUSG00000001082"
"10509246",0.049352449687101,-0.162313069799968,0.26101796917417,11.7530931753167,0.501968043256414,0.623800085417631,0.812180699193772,-6.28848597831229,"Luzp1","ENSMUSG00000001089","ENSMUSG00000001089"
"10532819",-0.0416385496670094,-0.259448250967248,0.17617115163323,10.0644247590825,-0.41156254722725,0.687137861966132,0.84730601690728,-6.33100924652278,"Kctd10","ENSMUSG00000001098","ENSMUSG00000001098"
"10379215",0.0268087811139181,-0.153893147529511,0.207510709757347,12.4265312478523,0.31939767683138,0.754327667251975,0.883626016086442,-6.36589263745948,"Ift20","ENSMUSG00000001105","ENSMUSG00000001105"
"10598956",0.0969302679731453,-0.0811272904039143,0.274987826350205,8.78605211137368,1.1719699372471,0.261534421194249,0.538169394893394,-5.73573251654006,"Araf","ENSMUSG00000001127","ENSMUSG00000001127"
"10432509",-0.0707522519151822,-0.275644782881249,0.134140279050884,9.08226115296605,-0.743415500376214,0.470007303017338,0.712138238959739,-6.1358544175772,"Uxt","ENSMUSG00000001134","ENSMUSG00000001134"
"10353871",0.0324161815171251,-0.137838156512969,0.202670519547219,9.62827847431689,0.409903041747086,0.688325681750857,0.847783455893438,-6.33171336559569,"Lman2l","ENSMUSG00000001143","ENSMUSG00000001143"
"10364222",0.0973890034389194,-0.0957106834793514,0.29048869035719,7.97480126046752,1.08578996644835,0.296634097597374,0.573015097646909,-5.82848175878776,"Ftcd","ENSMUSG00000001155","ENSMUSG00000001155"
"10545940",-0.0865853961198066,-0.257008796260753,0.0838380040211396,11.9333432163047,-1.09378734507794,0.293235292581632,0.569358393731789,-5.82012126391562,"Gmcl1","ENSMUSG00000001157","ENSMUSG00000001157"
"10545932",-0.241506798089771,-0.447331506961391,-0.0356820892181511,10.0137041519978,-2.52609292331931,0.0247827406229484,0.207904698774969,-3.70226308819292,"Snrnp27","ENSMUSG00000001158","ENSMUSG00000001158"
"10599435",0.0442095398559619,-0.142310898576224,0.230729978288148,8.53176692570618,0.510278228322251,0.618120766838776,0.809511062985421,-6.28416956427377,"Ocrl","ENSMUSG00000001173","ENSMUSG00000001173"
"10562181",-0.11349935853805,-0.314988227932041,0.0879895108559397,9.26493684452008,-1.21271798696567,0.246091582847363,0.523748976498116,-5.68988034223593,"Lsr","ENSMUSG00000001247","ENSMUSG00000001247"
"10562260",-0.0570393144653183,-0.22364613093825,0.109567502007613,8.77231544447319,-0.737053483698015,0.473741395448412,0.714782832939831,-6.14058412678414,"Gramd1a","ENSMUSG00000001248","ENSMUSG00000001248"
"10427199",-0.071451212859906,-0.27385850466192,0.130956078942108,11.001786673816,-0.759977829621398,0.460371690062181,0.707081139677296,-6.12336654582335,"Pfdn5","ENSMUSG00000001289","ENSMUSG00000001289"
"10360934",-0.0246457843341612,-0.227397991243862,0.17810642257554,9.17965716481491,-0.261694458080411,0.797518631349701,0.906397719901736,-6.38332116389546,"Rrp15","ENSMUSG00000001305","ENSMUSG00000001305"
"10381416",-0.0874166633063203,-0.270408746911997,0.0955754202993565,9.18068833829819,-1.02844103134158,0.321868444098362,0.596038013467928,-5.88692187912687,"Rnd2","ENSMUSG00000001313","ENSMUSG00000001313"
"10508436",0.0626958573397344,-0.132257022220122,0.257648736899591,8.34884643681506,0.692351540977895,0.500486225034944,0.733259190801623,-6.17275712040832,"Sync","ENSMUSG00000001333","ENSMUSG00000001333"
"10591739",0.198226281615141,0.0273030377693854,0.369149525460897,8.2637131210461,2.49676449546924,0.0262100183999189,0.212084285764833,-3.75410825394578,"Acp5","ENSMUSG00000001348","ENSMUSG00000001348"
"10583809",-0.0402843795545946,-0.246437304777158,0.165868545667969,7.99657053628745,-0.420692383659246,0.680618484701534,0.844452781005424,-6.32708595198637,"Cnn1","ENSMUSG00000001349","ENSMUSG00000001349"
"10536176",-0.1011418609652,-0.282437636627341,0.0801539146969402,9.20315601644563,-1.20104900378216,0.250439551459163,0.527448848873119,-5.7031394385549,"Vps50","ENSMUSG00000001376","ENSMUSG00000001376"
"10458398",-0.167894524690124,-0.378316314730055,0.0425272653498059,8.81173911843708,-1.71776319984278,0.108743184279346,0.371292629770127,-5.02714583143553,"Hars1","ENSMUSG00000001380","ENSMUSG00000001380"
"10455007",-0.193549014213352,-0.364460022112045,-0.0226380063146591,10.0495092101033,-2.43802637922931,0.0293095893869637,0.219306060193736,-3.85730687847413,"Zmat2","ENSMUSG00000001383","ENSMUSG00000001383"
"10493203",-0.22022177739485,-0.395295029136745,-0.0451485256529545,8.40265211971196,-2.70805784748518,0.0174681561651133,0.182025440454113,-3.37641748347052,"Glmp","ENSMUSG00000001418","ENSMUSG00000001418"
"10536762",-0.151048222068691,-0.351577754658795,0.0494813105214139,9.49936441247006,-1.62164111961136,0.128058682260049,0.391170447205366,-5.16549921293361,"Snd1","ENSMUSG00000001424","ENSMUSG00000001424"
"10364249",0.205048781201564,-0.138634799370655,0.548732361773784,7.98698510014424,1.28444608653602,0.220651104302678,0.49803756102663,-5.60615952284708,"Slc19a1","ENSMUSG00000001436","ENSMUSG00000001436"
"10390352",-0.0588740940021782,-0.220048115323898,0.102299927319542,12.1528505205231,-0.786405726142193,0.445253889064363,0.69566580205901,-6.10291953467899,"Kpnb1","ENSMUSG00000001440","ENSMUSG00000001440"
"10456400",0.113253091872862,-0.165151373344252,0.391657557089976,9.28010510134915,0.875772578538215,0.396512358169659,0.659651737923045,-6.02910996041381,"Tubb6","ENSMUSG00000001473","ENSMUSG00000001473"
"10391508",0.119271505910951,-0.0593409232249636,0.297883935046866,8.18547229736654,1.43761467601703,0.173381653482497,0.446970110500951,-5.41517187797106,"Sost","ENSMUSG00000001494","ENSMUSG00000001494"
"10548180",0.0246233754640585,-0.173740088092074,0.222986839020191,8.92758793255315,0.267241177454871,0.793334132931224,0.904629209133806,-6.3817944487149,"Itfg2","ENSMUSG00000001518","ENSMUSG00000001518"
"10450564",-0.0502160431350757,-0.226262301878034,0.125830215607883,9.04925961659617,-0.61409160529822,0.549393073335359,0.76650323852186,-6.22455362265162,"Gtf2h4","ENSMUSG00000001524","ENSMUSG00000001524"
"10450605",-0.202864641042326,-0.395409792991391,-0.0103194890932612,10.1712440291592,-2.26825167730016,0.0403582968478481,0.248549727488313,-4.15026942719267,"Tubb5","ENSMUSG00000001525","ENSMUSG00000001525"
"10391103",0.291352556183726,0.114935497337133,0.46776961503032,10.619918518073,3.55545942847354,0.00334757113451016,0.0942169202951154,-1.80554376103059,"Jup","ENSMUSG00000001552","ENSMUSG00000001552"
"10381122",0.197699838120521,-0.0446974033740377,0.44009707961508,9.0149378773113,1.75588517643866,0.101822433905905,0.362670916271595,-4.97088051555698,"Fkbp10","ENSMUSG00000001555","ENSMUSG00000001555"
"10387699",0.245173456083215,0.0668883654306114,0.423458546735818,7.89326906911593,2.96057382317273,0.0106983115249943,0.152172349385607,-2.91479723891481,"Acap1","ENSMUSG00000001588","ENSMUSG00000001588"
"10542757",-0.148556868256628,-0.401287649412979,0.104173912899722,8.90958567624567,-1.26547062263233,0.227168658297928,0.502105258322355,-5.62867442520992,"Stk38l","ENSMUSG00000001630","ENSMUSG00000001630"
"10369993",0.0408777491434312,-0.163074987405018,0.24483048569188,10.214466116479,0.431494147142952,0.672939483082983,0.840459203029301,-6.32233603215279,"Gstt3","ENSMUSG00000001665","ENSMUSG00000001665"
"10369989",-0.119938445886274,-0.326903509048051,0.0870266172755036,11.2353191926162,-1.24761000460925,0.233442126768505,0.508762553693349,-5.64962703558596,"Ddt","ENSMUSG00000001666","ENSMUSG00000001666"
"10357292",0.0926663864936982,-0.145233531970219,0.330566304957615,10.711328815516,0.83858175044782,0.416347077725862,0.674736566431553,-6.0606932471974,"Ddx18","ENSMUSG00000001674","ENSMUSG00000001674"
"10408762",-0.376956599958165,-0.569466265497458,-0.184446934418872,9.73817452807457,-4.21556979451761,0.000938105394021772,0.0520756570340381,-0.577948445255821,"Eef1e1","ENSMUSG00000001707","ENSMUSG00000001707"
"10402766",-0.162059077850953,-0.358345229022058,0.034227073320152,9.4914889346778,-1.77746548352761,0.0980801512758556,0.356940635126573,-4.93869252460973,"Akt1","ENSMUSG00000001729","ENSMUSG00000001729"
"10464529",0.07828097611054,-0.0930000057782213,0.249561957999301,8.29717546773469,0.983930811031871,0.342504799186976,0.613557205857945,-5.93041693417359,"Tcirg1","ENSMUSG00000001750","ENSMUSG00000001750"
"10381211",-0.0790728360135584,-0.263093926812123,0.104948254785006,9.52344829695103,-0.925075516092683,0.371213855613472,0.637621860076984,-5.98536980086044,"Naglu","ENSMUSG00000001751","ENSMUSG00000001751"
"10381226",-0.111150412242425,-0.322821845253956,0.100521020769107,8.49839246330573,-1.13048889290731,0.278010893322639,0.55546843937046,-5.78110203288955,"Coasy","ENSMUSG00000001755","ENSMUSG00000001755"
"10536908",0.0236998753230136,-0.149884930191706,0.197284680837733,8.42390278524917,0.293935354502496,0.773290641036777,0.89344514309697,-6.37400440005851,"Tspan33","ENSMUSG00000001763","ENSMUSG00000001763"
"10488303",-0.0846700062647942,-0.274497053367089,0.105157040837501,10.1873702505068,-0.960260294705879,0.353856017934229,0.623087007600161,-5.95287195108462,"Crnkl1","ENSMUSG00000001767","ENSMUSG00000001767"
